,Unnamed: 0,id_str,Screen Name,User Name,Time,Followers,num_retweets,num_likes,date,time,weekend,hashtags,num_hashtags,mentions,num_mentions,urls,num_urls,replied_id,quoted_id,tweet_text,category,quote_text,media_type,num_hashtags_trending,polarity,subjectivity,target,reply,quote,tweet_type,num_emojis,emoji_polarity,length,party_affiliation,days_since_post,time_day,day_week
294,294,1.20430079808108e+18,groen,Groen,2019-12-10 07:24:19,39592,6,31,2019-12-10,morning,False,[],0,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [269, 282]}]",1,,0,,,"""Natuurlijk zijn er verschillen, maar er zijn ook tal van overeenkomsten bijvoorbeeld met CD&amp;V: werken meer lonend maken en optrekken van de uitkering tot de armoedegrens. Is langst lopende belofte in Belgische politiek die nog door premier Leterme is gelanceerd."" @kristofcalvo",sociaal,,nothing,0,0.1375,0.475,medium,False,False,normal,0,0.0,282,groen,23,7,1
295,295,1.20429994972019e+18,groen,Groen,2019-12-10 07:20:57,39592,13,79,2019-12-10,morning,False,"[{'text': 'DeOchtend', 'indices': [249, 259]}]",1,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [235, 248]}]",1,,0,,,"""De harde uitspraken en persoonlijke aanvallen helpen de onderhandelingen niet. Het is onze overtuiging dat het eerste punt van het volgende regeerakkoord 'respect voor elkaar' moet zijn. Respect voor elkaar is gratis, kost nul euro."" @kristofcalvo #DeOchtend",politiek,,nothing,1,0.1125,0.4875,medium,False,False,normal,0,0.0,259,groen,23,7,1
296,296,1.20429875089559e+18,groen,Groen,2019-12-10 07:16:11,39592,6,22,2019-12-10,morning,False,"[{'text': 'deochtend', 'indices': [243, 253]}]",1,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [226, 239]}]",1,,0,,,"""Het werk is niet af, maar zou zonde zijn om het werk van afgelopen weken zomaar weg te gooien. Dat hoor je bij alle partijen. De enige manier om vooruit te gaan, is als partijen met elkaar praten en de inhoud voorop zetten."" @kristofcalvo in #deochtend",politiek,,nothing,0,0.55,0.8,medium,False,False,normal,0,0.0,253,groen,23,7,1
297,297,1.20429611083729e+18,groen,Groen,2019-12-10 07:05:42,39592,5,15,2019-12-10,morning,False,"[{'text': 'DeOchtend', 'indices': [42, 52]}, {'text': 'luistertip', 'indices': [83, 94]}]",2,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [13, 26]}, {'screen_name': 'radio1be', 'name': 'Radio 1', 'id': 34554377, 'id_str': '34554377', 'indices': [56, 65]}]",2,,0,,,Zo meteen is @kristofcalvo te gast bij de #DeOchtend op @radio1be over de formatie #luistertip,politiek,,nothing,1,0.0,0.0,bad,False,False,normal,0,0.0,94,groen,23,7,1
298,298,1.20406642257555e+18,groen,Groen,2019-12-09 15:53:00,39592,13,30,2019-12-09,midday,False,"[{'text': 'klimaatplan', 'indices': [8, 20]}, {'text': 'klimaattop', 'indices': [81, 92]}, {'text': 'GreenNewDeal', 'indices': [137, 150]}, {'text': 'hetkananders', 'indices': [262, 275]}]",4,[],0,,1,,,"Met dit #klimaatplan maakt de Vlaamse regering zich andermaal  belachelijk op de #klimaattop... 

Vlaanderen heeft dringend nood aan een #GreenNewDeal. De EU 🇪🇺 geeft alvast het goede voorbeeld met scherpe doelstellingen, klimaatwetten en groene investeringen 💚 #hetkananders https://t.co/oGSsnoftox",ecologie,,photo,1,0.15,0.83,medium,False,False,normal,3,0.0,299,groen,24,15,0
299,299,1.20401465322083e+18,groen,Groen,2019-12-09 12:27:17,39592,9,48,2019-12-09,midday,False,"[{'text': 'hetkananders', 'indices': [20, 33]}]",1,[],0,,1,,,"👩‍🎓👮‍♀️👷‍♀️👩‍🔧👩‍⚖️

#hetkananders https://t.co/8QCgDfxLqY",ethisch,,photo,0,0.0,0.0,medium,False,False,normal,18,0.0,57,groen,24,12,0
300,300,1.20401203082866e+18,groen,Groen,2019-12-09 12:16:52,39592,22,57,2019-12-09,midday,False,[],0,"[{'screen_name': 'BjornRzoska', 'name': 'Björn Rzoska', 'id': 574398359, 'id_str': '574398359', 'indices': [189, 201]}]",1,,1,,,"""Terwijl de rest van Europa gaat voor scherpere engagementen, klimaatwetten en sterke investeringsprogramma’s, blijft de Vlaamse regering met haar minimaal plan op een eiland zitten"", zegt @BjornRzoska.

👉 Vlaams klimaatplan ondermaats en ongeloofwaardig.
https://t.co/bBkyDlXHh3",ecologie,,nothing,0,-0.055555555555556,0.755555555555556,medium,False,False,normal,1,0.0,279,groen,24,12,0
301,301,1.20398079948741e+18,groen,Groen,2019-12-09 10:12:46,39592,16,12,2019-12-09,morning,False,"[{'text': 'vacature', 'indices': [90, 99]}, {'text': 'bejobs', 'indices': [100, 107]}]",2,[],0,,2,,,"👋 Word jij onze nieuwe woordvoerder?

🔜 Solliciteer vandaag!

👉 https://t.co/QSmgSZCcRW 

#vacature #bejobs https://t.co/W7vXHmxZj7",andere,,photo,0,0.1875,0.45,bad,False,False,normal,3,0.0,131,groen,24,10,0
302,302,1.20364713331803e+18,groen,Groen,2019-12-08 12:06:53,39592,28,129,2019-12-08,midday,True,"[{'text': 'hetkananders', 'indices': [223, 236]}]",1,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [237, 250]}]",1,,1,,,"Het gaat niet om Vlamingen vs Walen. We moeten problemen aanpakken voor alle Belgen. Zoals bijvoorbeeld het minimumpensioen optrekken naar 1.500 euro. Want ook in Vlaanderen zijn veel mensen met een veel te laag pensioen.

#hetkananders @kristofcalvo https://t.co/9gWftiqPnP",pensioenen,,video,0,-0.3633333333333329,0.5266666666666671,good,False,False,normal,0,0.0,274,groen,25,12,6
303,303,1.20362368733491e+18,groen,Groen,2019-12-08 10:33:43,39592,16,62,2019-12-08,morning,True,[],0,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [233, 246]}]",1,,0,,,"'De bezorgdheden van de kiezers van het Vlaams Belang gaan niet enkel om migratie. Velen liggen ook gewoon wakker van het einde van de maand. Een volgende federale regering moet niet de concurrentie voeden tussen mensen in armoede."" @kristofcalvo in De Zevende Dag.",sociaal,,nothing,0,0.1,0.28333333333333305,medium,False,False,normal,0,0.0,265,groen,25,10,6
304,304,1.20362247904398e+18,groen,Groen,2019-12-08 10:28:55,39592,11,54,2019-12-08,morning,True,[],0,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [222, 235]}]",1,,0,,,"""Ik zit op 100 % dezelfde lijn als Jan Peumans. De N-VA is het laatste jaar helaas opgeschoven naar het Vlaams Belang. En dan is het normaal dat mensen twijfelen of de N-VA z'n verantwoordelijkheid wil opnemen in België."" @kristofcalvo in De Zevende Dag.",politiek,,nothing,0,-0.15,0.45,medium,False,False,normal,0,0.0,254,groen,25,10,6
305,305,1.20362083717111e+18,groen,Groen,2019-12-08 10:22:24,39592,16,88,2019-12-08,morning,True,[],0,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [192, 205]}]",1,,0,,,"""Nog voor N-VA toetreedt tot oppositie, en daar stuurt ze op aan, is hun verhaal klaar. Het is Vlamingen vs Walen. En dat vijanddenken is gevaarlijk. Daarmee moet je als politicus opletten.""  @kristofcalvo in De Zevende Dag.",politiek,,nothing,0,-0.116666666666667,0.75,good,False,False,normal,0,0.0,224,groen,25,10,6
306,306,1.20362019030452e+18,groen,Groen,2019-12-08 10:19:50,39592,18,67,2019-12-08,morning,True,[],0,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [248, 261]}]",1,,0,,,"""Het is niet makkelijk, want we erven een tekort van 12 miljard van de Zweedse regering. Maar alle politici moeten hun nek uitsteken. Ook kleine partijen, en zo zijn er veel in Vlaanderen, zijn in staat tot grootse dingen als ze krachten bundelen. @kristofcalvo in De Zevende Dag.",economie,,nothing,0,0.108333333333333,0.866666666666667,medium,False,False,normal,0,0.0,280,groen,25,10,6
307,307,1.20361961372197e+18,groen,Groen,2019-12-08 10:17:32,39592,9,38,2019-12-08,morning,True,[],0,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [221, 234]}]",1,,0,,,"""Ik begrijp niet dat de campagne een jaar na de val van de regering nog voortduurt. Het helpt niet om bv als Theo Francken op bezoek te gaan bij extreem-rechts in Nederland. Da's eigenlijk geen manier van onderhandelen."" @kristofcalvo in De Zevende Dag.",politiek,,nothing,0,0.0,0.35,medium,False,False,normal,0,0.0,253,groen,25,10,6
308,308,1.20361847310198e+18,groen,Groen,2019-12-08 10:13:00,39592,8,28,2019-12-08,morning,True,[],0,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [215, 228]}]",1,,0,,,"""Een federale regering moet aan de slag gaan met al het goede uit de regionale regeringen. Ik lees in zowel Vlaams, Brussels als Waals regeerakkoord de ambitie om werkzaamheid op te krikken. Dat moet ook federaal."" @kristofcalvo in De Zevende Dag.",politiek,,nothing,0,0.55,0.9,medium,False,False,normal,0,0.0,247,groen,25,10,6
309,309,1.20361808803973e+18,groen,Groen,2019-12-08 10:11:28,39592,10,54,2019-12-08,morning,True,[],0,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [238, 251]}]",1,,0,,,"""Het klopt dat een regering die aan beide taalgrenzen zo breed mogelijk gedragen wordt, het meest optimale is. Maar dat is vandaag niet evident. En dus moet er een regering komen die aan de slag gaat met de bezorgdheden van alle Belgen."" @kristofcalvo in De Zevende Dag.",politiek,,nothing,0,0.2,0.7,medium,False,False,normal,0,0.0,270,groen,25,10,6
310,310,1.20361724278256e+18,groen,Groen,2019-12-08 10:08:07,39592,7,32,2019-12-08,morning,True,[],0,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [246, 259]}]",1,,0,,,"""Het is een cruciaal moment voor ons land, een half jaar na verkiezingen. Het is tijd dat partijen die een toekomst willen geven aan ons land, nu de krachten bundelen. Maar da's niet makkelijk, het is makkelijker om op de verschillen te wijzen."" @kristofcalvo in De Zevende Dag.",politiek,,nothing,0,-0.025,0.616666666666667,medium,False,False,normal,0,0.0,278,groen,25,10,6
311,311,1.20360937486368e+18,groen,Groen,2019-12-08 09:36:51,39592,6,22,2019-12-08,morning,True,"[{'text': 'hetkananders', 'indices': [57, 70]}]",1,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [20, 33]}, {'screen_name': 'De7deDag', 'name': 'De Zevende Dag', 'id': 181148059, 'id_str': '181148059', 'indices': [37, 46]}]",2,,1,,,"Kijk vanaf 11u naar @kristofcalvo op @De7deDag op EEN. 

#hetkananders https://t.co/W9AKNISJZn",politiek,,photo,0,-0.65,0.9,medium,False,False,normal,0,0.0,94,groen,25,9,6
312,312,1.20290553637677e+18,groen,Groen,2019-12-06 11:00:03,39592,8,24,2019-12-06,morning,False,[],0,"[{'screen_name': 'BjornRzoska', 'name': 'Björn Rzoska', 'id': 574398359, 'id_str': '574398359', 'indices': [107, 119]}]",1,,1,,,"Aan dit tempo duurt het decennia voor alle fietspaden conform zijn. Tijd voor een versnelling hoger! 🚴‍♀️

@BjornRzoska : “Goed dat fietsers zwaarder doorwegen bij zwarte punten. Groen zal minister Peeters aan haar belofte houden die sneller aan te pakken.” https://t.co/zCxdzcyr6o",ecologie,,nothing,0,0.141666666666667,0.683333333333333,medium,False,False,normal,4,0.0,281,groen,27,11,4
313,313,1.20284226087176e+18,groen,Groen,2019-12-06 06:48:37,39592,7,38,2019-12-06,morning,False,"[{'text': 'COP25Madrid', 'indices': [266, 278]}]",1,"[{'screen_name': 'ChrisSteenwegen', 'name': 'Chris Steenwegen', 'id': 2494248506, 'id_str': '2494248506', 'indices': [222, 238]}, {'screen_name': 'radio1be', 'name': 'Radio 1', 'id': 34554377, 'id_str': '34554377', 'indices': [242, 251]}]",2,,0,,,"""Klimaatregels en vergroening wagens moeten samengaan met andere zaken. We staan bv allemaal stil, wat ons 4 miljard kost. Slimme km-heffing is de oplossing. Raar dat die er nog niet is, want iedereen was eerder akkoord."" @ChrisSteenwegen op @radio1be over klimaat. #COP25Madrid",ecologie,,nothing,0,0.066666666666667,0.5333333333333329,medium,False,False,normal,0,0.0,278,groen,27,6,4
314,314,1.20284118863153e+18,groen,Groen,2019-12-06 06:44:21,39592,4,15,2019-12-06,morning,False,"[{'text': 'COP25Madrid', 'indices': [212, 224]}]",1,"[{'screen_name': 'ChrisSteenwegen', 'name': 'Chris Steenwegen', 'id': 2494248506, 'id_str': '2494248506', 'indices': [168, 184]}, {'screen_name': 'radio1be', 'name': 'Radio 1', 'id': 34554377, 'id_str': '34554377', 'indices': [188, 197]}]",2,,0,,,"""De Lijn functioneert niet, omdat er bespaard wordt op de werking. Daar moeten we meer in investeren. Maar ook het elektrisch maken van de bussen, is heel belangrijk."" @ChrisSteenwegen op @radio1be over klimaat. #COP25Madrid",ecologie,,nothing,0,0.56,1.0,bad,False,False,normal,0,0.0,224,groen,27,6,4
315,315,1.20284076665095e+18,groen,Groen,2019-12-06 06:42:41,39592,5,27,2019-12-06,morning,False,"[{'text': 'COP25Madrid', 'indices': [259, 271]}]",1,"[{'screen_name': 'ChrisSteenwegen', 'name': 'Chris Steenwegen', 'id': 2494248506, 'id_str': '2494248506', 'indices': [215, 231]}, {'screen_name': 'radio1be', 'name': 'Radio 1', 'id': 34554377, 'id_str': '34554377', 'indices': [235, 244]}]",2,,0,,,"""Transport en wonen zijn de 2 grootste manieren om klimaat aan te maken. Dus energiezuinig wonen is ook voor Groen belangrijk. Maar we moeten de mensen ontzorgen, vooral voor de investering die moet gedaan worden."" @ChrisSteenwegen op @radio1be over klimaat. #COP25Madrid",ecologie,,nothing,0,0.375,0.775,medium,False,False,normal,0,0.0,271,groen,27,6,4
316,316,1.20284024214905e+18,groen,Groen,2019-12-06 06:40:36,39592,7,26,2019-12-06,morning,False,"[{'text': 'COP25Madrid', 'indices': [221, 233]}]",1,"[{'screen_name': 'ChrisSteenwegen', 'name': 'Chris Steenwegen', 'id': 2494248506, 'id_str': '2494248506', 'indices': [160, 176]}, {'screen_name': 'radio1be', 'name': 'Radio 1', 'id': 34554377, 'id_str': '34554377', 'indices': [180, 189]}]",2,,0,,,"""3 zaken die eigenlijk in een Vlaams klimaatplan moeten, zijn de betonstop, een slimme km-heffing en een Vlaams klimaatdecreet dat de doelstellingen vastlegt.""
@ChrisSteenwegen op @radio1be over het Vlaams klimaatbeleid. #COP25Madrid",ecologie,,nothing,0,0.4,0.6,medium,False,False,normal,0,0.0,233,groen,27,6,4
317,317,1.20282631043702e+18,groen,Groen,2019-12-06 05:45:14,39592,2,18,2019-12-06,night,False,"[{'text': 'hetkananders', 'indices': [225, 238]}, {'text': 'COP25Madrid', 'indices': [240, 252]}]",2,"[{'screen_name': 'ChrisSteenwegen', 'name': 'Chris Steenwegen', 'id': 2494248506, 'id_str': '2494248506', 'indices': [56, 72]}, {'screen_name': 'radio1be', 'name': 'Radio 1', 'id': 34554377, 'id_str': '34554377', 'indices': [90, 99]}]",2,,1,,,"Tussen half 8 en 8 komt Vlaams parlementslid voor Groen @ChrisSteenwegen in De Ochtend op @radio1be uitleg geven over het klimaatbeleid van Vlaanderen. En vooral over wat er beter kan en moet om de doelstellingen te halen! 

#hetkananders  #COP25Madrid https://t.co/uildpnWpHB",ecologie,,photo,0,0.04375,0.35,medium,False,False,normal,0,0.0,276,groen,27,5,4
318,318,1.20266393360733e+18,groen,Groen,2019-12-05 19:00:00,39592,7,27,2019-12-05,evening,False,"[{'text': 'hetkananders', 'indices': [223, 236]}, {'text': 'COP25', 'indices': [237, 243]}]",2,"[{'screen_name': 'ChrisSteenwegen', 'name': 'Chris Steenwegen', 'id': 2494248506, 'id_str': '2494248506', 'indices': [76, 92]}, {'screen_name': 'radio1be', 'name': 'Radio 1', 'id': 34554377, 'id_str': '34554377', 'indices': [110, 119]}]",2,,1,,,"Luister morgenvroeg tussen half 8 en 8 naar Vlaams parlementslid voor Groen @ChrisSteenwegen in De Ochtend op @radio1be . Over hoe we als Vlaanderen qua klimaatbeleid onder de lat gaan en wat er nodig is om beter te doen!

#hetkananders #COP25 https://t.co/SubqlrcgV2",ecologie,,photo,1,-0.040833333333333,0.586666666666667,medium,False,False,normal,0,0.0,267,groen,28,19,3
319,319,1.20262634167545e+18,groen,Groen,2019-12-05 16:30:38,39592,0,4,2019-12-05,midday,False,[],0,[],0,,1,1.20262618305926e+18,,"Meer hier 👉

https://t.co/joOL2RuDKf",andere,,photo,0,0.0,0.0,bad,True,False,reply,1,0.0,36,groen,28,16,3
320,320,1.20807626675629e+18,MeyremAlmaci,Meyrem Almaci,2019-12-20 17:26:41,21143,3,22,2019-12-20,midday,False,[],0,[],0,,1,,,... https://t.co/5W33yIWPjc,andere,,nothing,0,0.0,0.0,medium,False,False,normal,0,0.0,27,groen,13,17,4
321,321,1.20760998774647e+18,MeyremAlmaci,Meyrem Almaci,2019-12-19 10:33:52,21143,1,39,2019-12-19,morning,False,[],0,[],0,,1,,,"Voor wie hem kent en volgt: meer dan verdiend.  Internationaal erkend toptalent, creatieve duizendpoot, en fijne mens bovendien. Antwerpse choreograaf Cherkaoui krijgt hoogste Franse culturele onderscheiding https://t.co/BjvlPNfIMQ",andere,,nothing,0,0.3575,0.62,medium,False,False,normal,0,0.0,231,groen,14,10,3
322,322,1.20757999819183e+18,MeyremAlmaci,Meyrem Almaci,2019-12-19 08:34:41,21143,23,87,2019-12-19,morning,False,[],0,[],0,,1,,,"‘Wil je groei, creëer dan eerst een consensus rond herverdeling. Als mensen vertrouwen hebben dat ze zullen delen in de vooruitgang, blijven ze achter je groeiproject staan. Geef ons weer politici die geloven in gedeelde welvaart.""  https://t.co/E1HOAJ4Rs5",sociaal,,nothing,0,0.0,0.0,good,False,False,normal,0,0.0,256,groen,14,8,3
323,323,1.20724039927586e+18,MeyremAlmaci,Meyrem Almaci,2019-12-18 10:05:15,21143,15,68,2019-12-18,morning,False,[],0,[],0,,1,,,"Belgische pantservoertuigen 'compleet onbruikbaar' na upgrade van 31 miljoen euro.  “Vier van de vijf bemanningsleden moeten kleiner zijn dan 1,70 meter om nog met het voertuig te kunnen werken, hallucinant"", zegt Wouter De Vriendt van Groen.” https://t.co/R72KXiSDwQ",defensie,,nothing,0,0.083333333333333,0.65,good,False,False,normal,0,0.0,267,groen,15,10,2
324,324,1.20693479266051e+18,MeyremAlmaci,Meyrem Almaci,2019-12-17 13:50:52,21143,1,15,2019-12-17,midday,False,[],0,[],0,,1,,1.20689093286958e+18,👏🏼👏🏼👏🏼 https://t.co/EnpOj3noAx,andere,,nothing,0,0.0,0.0,medium,False,True,quote,6,0.0,30,groen,16,13,1
325,325,1.20649556362735e+18,MeyremAlmaci,Meyrem Almaci,2019-12-16 08:45:32,21143,56,227,2019-12-16,morning,False,[],0,[],0,,1,,,"Dit kan je niet meer uitleggen. In het licht van de zelfmoordcijfers in Vlaanderen overduidelijk de foute keuze. De VlaReg gaat van olijke rode neus naar keihard schaamrood op de wangen. 
https://t.co/sY1ewd4WrA",zorg,,nothing,0,-0.06875,0.59625,good,False,False,normal,0,0.0,211,groen,17,8,0
326,326,1.20622259550445e+18,MeyremAlmaci,Meyrem Almaci,2019-12-15 14:40:51,21143,6,43,2019-12-15,midday,True,[],0,[],0,,1,,,"Internationaal icoon, vliegenier  en bovenal vrije kunstenaar. RIP .Panamarenko (79) is onverwacht overleden | VRT NWS https://t.co/tqd3GXVGjR",sociaal,,nothing,0,0.19444444444444395,0.527777777777778,medium,False,False,normal,0,0.0,142,groen,18,14,6
327,327,1.20556825076509e+18,MeyremAlmaci,Meyrem Almaci,2019-12-13 19:20:44,21143,11,53,2019-12-13,evening,False,"[{'text': 'hetkanwel', 'indices': [33, 43]}]",1,[],0,,1,,1.20556415777444e+18,Groene innovatie in volle vlucht #hetkanwel https://t.co/nAVGs8E5E0,ecologie,,video,0,0.225,0.6125,good,False,True,quote,0,0.0,67,groen,20,19,4
328,328,1.20509559077179e+18,MeyremAlmaci,Meyrem Almaci,2019-12-12 12:02:33,21143,7,85,2019-12-12,midday,False,[],0,[],0,,1,,1.20507922948794e+18,... https://t.co/62JVRiVDW5,andere,,nothing,0,0.0,0.0,good,False,True,quote,0,0.0,27,groen,21,12,3
329,329,1.20447291427748e+18,MeyremAlmaci,Meyrem Almaci,2019-12-10 18:48:15,21143,18,108,2019-12-10,evening,False,"[{'text': 'Cop25', 'indices': [168, 174]}, {'text': 'proficiat', 'indices': [274, 284]}]",2,"[{'screen_name': 'Stadgent', 'name': 'Stad Gent', 'id': 38421241, 'id_str': '38421241', 'indices': [152, 161]}]",1,,1,,1.20444794778785e+18,"Trots op Gent en onze Groene Schepen Tine Heyse! Terwijl VlaReg zwaar onder de lat gaat en ons land daardoor opnieuw ‘Fossiel van de Dag’ werd, ontving @Stadgent op de #Cop25 internationale erkenning &amp; waardering. Het beleidsniveau doet er niet toe, de wil en durf wél. #proficiat https://t.co/hFtoYH0j12",ecologie,,photo,0,0.053125,0.575,good,False,True,quote,0,0.0,308,groen,23,18,1
330,330,1.20447116143595e+18,MeyremAlmaci,Meyrem Almaci,2019-12-10 18:41:17,21143,7,111,2019-12-10,evening,False,"[{'text': 'enavant', 'indices': [189, 197]}]",1,"[{'screen_name': 'joachimcoens', 'name': 'Joachim Coens', 'id': 142831844, 'id_str': '142831844', 'indices': [11, 24]}, {'screen_name': 'GLBouchez', 'name': 'Georges-L BOUCHEZ', 'id': 194514787, 'id_str': '194514787', 'indices': [31, 41]}, {'screen_name': 'groen', 'name': 'Groen', 'id': 8200752, 'id_str': '8200752', 'indices': [92, 98]}]",3,,0,,,Succes aan @joachimcoens &amp,politiek, @GLBouchez met hun informatieopdracht namens het Paleis. Met @groen zijn we beschikbaar en blijven we ons constructief en discreet inzetten voor oplossingen. #enavant,nothing,0,0.25,0.4,good,False,False,normal,0,0.0,29,groen,23,18,1
331,331,1.20406468591982e+18,MeyremAlmaci,Meyrem Almaci,2019-12-09 15:46:06,21143,26,265,2019-12-09,midday,False,"[{'text': 'enavant', 'indices': [181, 189]}]",1,"[{'screen_name': 'PaulMagnette', 'name': 'Paul Magnette', 'id': 19982065, 'id_str': '19982065', 'indices': [5, 18]}]",1,,0,,,Dank @PaulMagnette voor zijn werk tot vandaag. Er ligt een constructieve basis op tafel waarop verder kan gewerkt worden. Nu werk maken van een coalitie van zij die vooruit willen. #enavant,politiek,,nothing,0,0.05,0.25,good,False,False,normal,0,0.0,189,groen,24,15,0
332,332,1.20398291662954e+18,MeyremAlmaci,Meyrem Almaci,2019-12-09 10:21:10,21143,18,96,2019-12-09,morning,False,[],0,[],0,,1,,,"👍🏼 snelheid Brusselse Ring naar 100
👎🏼 schrijnend lage ambitie = (Waalse) schone lucht kopen met Vlaams belastingsgeld  https://t.co/h6ObgYs7FM",ecologie,,nothing,0,-0.08533333333333298,0.580190476190476,good,False,False,normal,4,0.0,143,groen,24,10,0
333,333,1.20326591652137e+18,MeyremAlmaci,Meyrem Almaci,2019-12-07 10:52:04,21143,18,72,2019-12-07,morning,True,[],0,[],0,,1,,,"‘De kerncentrales openhouden is uitstel van executie’ -‘Als we blijven zeggen dat het zonder niet zal gaan, dan zal het niet gaan. Terwijl het wel kan’. - https://t.co/b3zbPTa8yD",ecologie,,nothing,0,0.0,0.0,good,False,False,normal,0,0.0,178,groen,26,10,5
334,334,1.20298820436798e+18,MeyremAlmaci,Meyrem Almaci,2019-12-06 16:28:33,21143,2,41,2019-12-06,midday,False,[],0,"[{'screen_name': 'joachimcoens', 'name': 'Joachim Coens', 'id': 142831844, 'id_str': '142831844', 'indices': [14, 27]}, {'screen_name': 'cdenv', 'name': 'CD&V', 'id': 15753618, 'id_str': '15753618', 'indices': [56, 62]}, {'screen_name': 'SammyMahdi', 'name': 'Sammy Mahdi', 'id': 354657286, 'id_str': '354657286', 'indices': [185, 196]}]",3,,1,,,Gefeliciteerd @joachimcoens met het voorzitterschap van @cdenv!  De uitdagingen van ons tijd vereisen engagement en durf om de nek uit te steken. Ook daarom waardering voor de race van @SammyMahdi.  https://t.co/hosVvYVVag,politiek,,nothing,0,0.0,0.0,medium,False,False,normal,0,0.0,222,groen,27,16,4
335,335,1.20292126178297e+18,MeyremAlmaci,Meyrem Almaci,2019-12-06 12:02:32,21143,69,414,2019-12-06,midday,False,"[{'text': 'hellendvlak', 'indices': [231, 243]}, {'text': 'hondenfluitinactie', 'indices': [244, 263]}]",2,[],0,,1,,1.20288287288293e+18,"Dat een politieke partij vragen stelt, kritiek geeft, het debat aangaat over inhoud is normaal. 

Maar met twee voeten vooruit iemand tackelen onder de hoofding “Stop Khattabi” is naast ranzig ook opruiend en mogelijk gevaarlijk. 
#hellendvlak #hondenfluitinactie https://t.co/k65f4zDkQV",politiek,,photo,0,-0.31,0.6775,good,False,True,quote,0,0.0,287,groen,27,12,4
336,336,1.20768683989895e+18,pdsutter,Petra De Sutter,2019-12-19 15:39:15,6993,21,49,2019-12-19,midday,False,[],0,"[{'screen_name': 'EU_Commission', 'name': 'European Commission 🇪🇺', 'id': 157981564, 'id_str': '157981564', 'indices': [171, 185]}, {'screen_name': 'dreynders', 'name': 'didier reynders', 'id': 37281164, 'id_str': '37281164', 'indices': [186, 196]}, {'screen_name': 'terzaketv', 'name': 'Terzake', 'id': 144880437, 'id_str': '144880437', 'indices': [267, 277]}]",3,,1,,,"Holebi’s en transgenders de nieuwe vijand in Polen? Stickers voor LGBTI-vrije-zones zijn in strijd met EU wetgeving, want ze zetten aan tot haat en disciminatie. 

Zal de @EU_Commission @dreynders erin slagen om lidstaten die de regels niet naleven te sanctioneren?

@terzaketv https://t.co/j7hTHK05IU",ethisch,,video,0,0.15,0.45,good,False,False,normal,0,0.0,301,groen,14,15,3
337,337,1.20761597405006e+18,pdsutter,Petra De Sutter,2019-12-19 10:57:39,6993,21,57,2019-12-19,morning,False,[],0,"[{'screen_name': 'EPF_SRR', 'name': 'EPF', 'id': 593708630, 'id_str': '593708630', 'indices': [240, 248]}, {'screen_name': 'EndFGM', 'name': 'End FGM', 'id': 2525620501, 'id_str': '2525620501', 'indices': [249, 256]}, {'screen_name': 'GAMS_Be', 'name': 'GAMS Belgique 🇧🇪 GAMS België', 'id': 1614959653, 'id_str': '1614959653', 'indices': [257, 265]}, {'screen_name': 'ICRHugent', 'name': 'ICRH', 'id': 2314342866, 'id_str': '2314342866', 'indices': [266, 276]}]",4,,1,,,"Female Genital Mutilation (FGM) sadly occurs all over the world and in different cultural and socio-economic groups. So we will need the whole world, women ànd men, and politicians from all parties to condemn and end this cruel practice! ✊ @EPF_SRR @ENDFGM @GAMS_Be @ICRHugent https://t.co/eiFNfrGFxL",ethisch,,video,0,0.0,0.0,good,False,False,normal,1,0.0,300,groen,14,10,3
